index,identifier,smiles,csd_spacegroup,wyckoff_spg,wyckoff_aflow
74,ABORAO,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O.[NH3+]c1ccc(O)cc1.O,"(14, 1)",A12B12C4D9_mP148_14_12e_12e_4e_9e:C-H-N-O,A12B12C4D9_mP148_14_12e_12e_4e_9e:C-H-N-O
75,ABORER,O=C1C=C(N=C2C=CC=CN12)c1ccccc1.O=C1C=C(N=C2C=CC=CN12)c1ccccc1,"(1, 1)",A14B10C2D_aP54_1_28a_20a_4a_2a:C-H-N-O,A14B10C2D_aP54_1_28a_20a_4a_2a:C-H-N-O
76,ABORER01,O=C1C=C(N=C2C=CC=CN12)c1ccccc1,"(2, 1)",A14B10C2D_aP54_2_14i_10i_2i_i:C-H-N-O,A14B10C2D_aP54_2_14i_10i_2i_i:C-H-N-O
77,ABORIS,CC(C)C1CCC23OC(CCC2=NNc2ccc(cc2N(=O)=O)N(=O)=O)CC13C,"(2, 1)",A20B26C4D5_aP110_2_20i_26i_4i_5i:C-H-N-O,A20B26C4D5_aP110_2_20i_26i_4i_5i:C-H-N-O
78,ABORIT,Brc1ccc(cc1)C1=CC(=C(C#N)C1=O)N1CCCCC1,"(60, 1)",AB17C15D2E_oP288_60_d_17d_15d_2d_d:Br-C-H-N-O,AB17C15D2E_oP288_60_d_17d_15d_2d_d:Br-C-H-N-O
79,ABOROA,Fc1ccc2NC(=O)C(=NNC(=S)SCc3ccccc3)c2c1,"(4, 1)",A16BC12D3EF2_mP70_4_16a_a_12a_3a_a_2a:C-F-H-N-O-S,A16BC12D3EF2_mP70_4_16a_a_12a_3a_a_2a:C-F-H-N-O-S
80,ABOROB,CCCCCc1ccc(NC(=O)COc2cc(C)nc3ccc(OC)cc23)cc1.CCCCCc1ccc(NC(=O)COc2cc(C)nc3ccc(OC)cc23)cc1,"(2, 1)",A24B28C2D3_aP228_2_48i_56i_4i_6i:C-H-N-O,A24B28C2D3_aP228_2_48i_56i_4i_6i:C-H-N-O
81,ABOROY,CC(C)C1CCC23OC(CC12C)C(C)(CC3=O)C#N,"(14, 1)",A16B23CD2_mP168_14_16e_23e_e_2e:C-H-N-O,A16B23CD2_mP168_14_16e_23e_e_2e:C-H-N-O
82,ABOROZ,COC(=O)c1cc2c(Nc3ccccc23)c(n1)c1nc(cc2c3ccccc3N(C(C)=O)c12)C(=O)OC.ClC(Cl)Cl,"(2, 1)",A29B3C21D4E5_aP124_2_29i_3i_21i_4i_5i:C-Cl-H-N-O,A29B3C21D4E5_aP124_2_29i_3i_21i_4i_5i:C-Cl-H-N-O
83,ABORUE,C1CCC2=C(NN=C2C1)c1cccc(n1)C1=C2CCCCC2=NN1.C1CCC2=C(NN=C2C1)c1cccc(n1)C1=C2CCCCC2=NN1,"(9, 1)",A19B21C5_mC360_9_38a_42a_10a:C-H-N,A19B21C5_mC360_9_38a_42a_10a:C-H-N
84,ABORUG,Brc1ccc2NC(=O)C(=NNC(=S)SCc3ccccc3)c2c1,"(2, 1)",AB16C12D3EF2_aP70_2_i_16i_12i_3i_i_2i:Br-C-H-N-O-S,AB16C12D3EF2_aP70_2_i_16i_12i_3i_i_2i:Br-C-H-N-O-S
85,ABOSAM,CC1CC2(OC3CC4C5CCC6CC(CC6(C)C5C(O)CC4(C)C3C2(C)O)C(O)=O)OC1(C)C,"(18, 1)",A14B22C3_oP312_18_28c_44c_6c:C-H-O,A14B22C3_oP312_18_28c_44c_6c:C-H-O
86,ABOSAN,Clc1ccc2NC(=O)C(=NNC(=S)SCc3ccccc3)c2c1,"(2, 1)",A16BC12D3EF2_aP70_2_16i_i_12i_3i_i_2i:C-Cl-H-N-O-S,A16BC12D3EF2_aP70_2_16i_i_12i_3i_i_2i:C-Cl-H-N-O-S
87,ABOSEQ,CCOP(=O)(OCC)C1(C)CC(C=[N+]1[O-])c1ccccc1,"(14, 1)",A15B22CD4E_mP172_14_15e_22e_e_4e_e:C-H-N-O-P,A15B22CD4E_mP172_14_15e_22e_e_4e_e:C-H-N-O-P
88,ABOSIU,CC(C)(C)OC(=O)C1CCC2CCC(Cc3ccccc3)(NCc3ccccc3)C(=O)N12,"(19, 1)",A27B34C2D3_oP264_19_27a_34a_2a_3a:C-H-N-O,A27B34C2D3_oP264_19_27a_34a_2a_3a:C-H-N-O
89,ABOSIV,COc1ccccc1C=NNC(=O)c1cccc(Br)c1.COc1ccccc1C=NNC(=O)c1cccc(Br)c1,"(1, 1)",AB15C13D2E2_aP66_1_2a_30a_26a_4a_4a:Br-C-H-N-O,AB15C13D2E2_aP66_1_2a_30a_26a_4a_4a:Br-C-H-N-O
90,ABOSOA,CC(C)(C)OC(=O)C1CCC2CCCC(Cc3ccccc3)(NCc3ccccc3)C(=O)N12,"(4, 1)",A28B36C2D3_mP138_4_28a_36a_2a_3a:C-H-N-O,A28B36C2D3_mP138_4_28a_36a_2a_3a:C-H-N-O
91,ABOSOB,COc1ccccc1C=NNC(=O)c1ccc2OCOc2c1,"(76, 1)",A8B7CD2_tP144_76_16a_14a_2a_4a:C-H-N-O,A8B7CD2_tP144_76_16a_14a_2a_4a:C-H-N-O
92,ABOSUG,CC(C)(C)OC(=O)C1CCC2CCC(CC=C)(NCc3ccccc3)C(=O)N12.CC(C)(C)OC(=O)C1CCC2CCC(CC=C)(NCc3ccccc3)C(=O)N12.O.O,"(4, 1)",A23B34C2D4_mP252_4_46a_68a_4a_8a:C-H-N-O,A23B34C2D4_mP252_4_46a_68a_4a_8a:C-H-N-O
93,ABOTAN,C=C(C1OC(=O)C(=C1N1CCCCC1)C#N)c1ccccc1,"(14, 1)",A9B9CD_mP160_14_18e_18e_2e_2e:C-H-N-O,A9B9CD_mP160_14_18e_18e_2e_2e:C-H-N-O
94,ABOTEQ,CC(NC(=O)OCc1ccccc1)C1C(N(Cc2ccccc2)C1=O)C1=CC=CO1.CC(NC(=O)OCc1ccccc1)C1C(N(Cc2ccccc2)C1=O)C1=CC=CO1,"(76, 1)",A12B12CD2_tP432_76_48a_48a_4a_8a:C-H-N-O,A12B12CD2_tP432_76_48a_48a_4a_8a:C-H-N-O
95,ABOTER,CC(C1=CC=CS1)=C1OC(=O)C(=C1N1CCCCC1)C#N.CC(C1=CC=CS1)=C1OC(=O)C(=C1N1CCCCC1)C#N,"(2, 1)",A16B16C2D2E_aP148_2_32i_32i_4i_4i_2i:C-H-N-O-S,A16B16C2D2E_aP148_2_32i_32i_4i_4i_2i:C-H-N-O-S
96,ABOTES,CC1CC2C3(O)C(C)C(OC(C)=O)C(OC(=O)c4ccccc4)(C(OC(C)=O)C3C(OC(C)=O)C3(C)OC2(C1O)C3OC(=O)c1ccccc1)C(C)=C,"(19, 1)",A40B46C13_oP396_19_40a_46a_13a:C-H-O,A40B46C13_oP396_19_40a_46a_13a:C-H-O
97,ABOTES01,CC1CC2C3(O)C(C)C(OC(C)=O)C(OC(=O)c4ccccc4)(C(OC(C)=O)C3C(OC(C)=O)C3(C)OC2(C1O)C3OC(=O)c1ccccc1)C(C)=C,"(19, 1)",A40B46C13_oP396_19_40a_46a_13a:C-H-O,A40B46C13_oP396_19_40a_46a_13a:C-H-O
98,ABOTIU,CC(NC(=O)OCc1ccccc1)C1C(N(CC=C)C1=O)C1=CC=CO1,"(4, 1)",A10B11CD2_mP96_4_20a_22a_2a_4a:C-H-N-O,A10B11CD2_mP96_4_20a_22a_2a_4a:C-H-N-O
99,ABOTIV,COP(=O)(CC(O)CN(C(C)c1ccccc1)C(C)c1ccccc1)OC,"(14, 1)",A21B29CD4E_mP224_14_21e_29e_e_4e_e:C-H-N-O-P,A21B29CD4E_mP224_14_21e_29e_e_4e_e:C-H-N-O-P
100,ABOTIW,COc1ccc(cc1)C1NOC(F)(C(F)(F)C(F)(F)F)C1(C(F)(F)F)C(F)(F)F,"(61, 1)",A14B12C9DE2_oP304_61_14c_12c_9c_c_2c:C-F-H-N-O,A14B12C9DE2_oP304_61_14c_12c_9c_c_2c:C-F-H-N-O
101,ABOTOA,CC=CC1C(C(C)NC(=O)OCc2ccccc2)C(=O)N1Cc1ccccc1.CC=CC1C(C(C)NC(=O)OCc2ccccc2)C(=O)N1Cc1ccccc1,"(78, 1)",A23B26C2D3_tP432_78_46a_52a_4a_6a:C-H-N-O,A23B26C2D3_tP432_78_46a_52a_4a_6a:C-H-N-O
102,ABOTOB,CCCC1(NC(=O)C(NC1=O)C(C)C)C1CCC(=O)C1,"(4, 1)",A15B24C2D3_mP88_4_15a_24a_2a_3a:C-H-N-O,A15B24C2D3_mP88_4_15a_24a_2a_3a:C-H-N-O
103,ABOTOC,COc1ccc(cc1)C=NOC(F)(C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,"(14, 1)",A14B12C9DE2_mP152_14_14e_12e_9e_e_2e:C-F-H-N-O,A14B12C9DE2_mP152_14_14e_12e_9e_e_2e:C-F-H-N-O
104,ABOTOE,COC1c2ccccc2c2c(ccc3ccccc23)C(=O)C1(C)Cc1ccc(C)cc1,"(2, 1)",A29B26C2_aP114_2_29i_26i_2i:C-H-O,A29B26C2_aP114_2_29i_26i_2i:C-H-O
105,ABOTUH,CC(C)P1Cc2ccc3ccccc3c2c2c(C1)ccc1ccccc21,"(78, 1)",A25B23C_tP196_78_25a_23a_a:C-H-P,A25B23C_tP196_78_25a_23a_a:C-H-P
106,ABOTUI,FC(F)(F)C(F)(F)C1(F)ONC(c2ccccc2)C1(C(F)(F)F)C(F)(F)F,"(82, 1)",A13B12C7DE_tI272_82_13g_12g_7g_g_g:C-F-H-N-O,A13B12C7DE_tI272_82_13g_12g_7g_g_g:C-F-H-N-O
107,ABOTUK,Fc1c(F)c(I)c(F)c(F)c1I.COC(=O)C1=C(C)NC(=O)NC1c1ccc(O)cc1,"(2, 1)",A19B4C14D2E2F4_aP90_2_19i_4i_14i_2i_2i_4i:C-F-H-I-N-O,A19B4C14D2E2F4_aP90_2_19i_4i_14i_2i_2i_4i:C-F-H-I-N-O
108,ABOVAP,COc1ccc(cc1)P1Cc2ccc3ccccc3c2c2c(C1)ccc1ccccc21.COc1ccc(cc1)P1Cc2ccc3ccccc3c2c2c(C1)ccc1ccccc21,"(4, 1)",A29B23CD_mP216_4_58a_46a_2a_2a:C-H-O-P,A29B23CD_mP216_4_58a_46a_2a_2a:C-H-O-P
109,ABOVAS,Fc1c(F)c(I)c(F)c(F)c1I.COC(=O)C1=C(C)NC(=O)NC1c1ccc(cc1)N(=O)=O,"(2, 1)",A16B2C13DE3F5_aP80_2_16i_2i_13i_i_3i_5i:C-F-H-I-N-O,A16B2C13DE3F5_aP80_2_16i_2i_13i_i_3i_5i:C-F-H-I-N-O
110,ABOVES,CCNC(=O)c1cccc(C(=O)NCC)c1c1c(cccc1C(=O)NCC)C(=O)NCC.O.O,"(15, 1)",A24B36C4D7_mC284_15_12f_18f_2f_e3f:C-H-N-O,A24B36C4D7_mC284_15_12f_18f_2f_e3f:C-H-N-O
111,ABOVEU,N#CC(C#N)=C(CC1C=CC=CC=C1)c1ccccc1,"(33, 1)",A9B7C_oP136_33_18a_14a_2a:C-H-N,A9B7C_oP136_33_18a_14a_2a:C-H-N
0,ABOVIA,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(O)cc1.OC(=O)c1cccc(c1)N(=O)=O,"(14, 1)",A21B21C3D8_mP212_14_21e_21e_3e_8e:C-H-N-O,A21B21C3D8_mP212_14_21e_21e_3e_8e:C-H-N-O
1,ABOVIX,CC1(C)C2CC(O)C(CP(=O)(c3ccccc3)c3ccccc3)C1C2,"(19, 1)",A22B27C2D_oP208_19_22a_27a_2a_a:C-H-O-P,A22B27C2D_oP208_19_22a_27a_2a_a:C-H-O-P
2,ABOVIY,N#CC1(C#N)C2C=CC=CC=C2C=C1c1ccccc1,"(2, 1)",A9B6C_aP64_2_18i_12i_2i:C-H-N,A9B6C_aP64_2_18i_12i_2i:C-H-N
3,ABOVIY02,N#CC1(C#N)C2C=CC=CC=C2C=C1c1ccccc1,"(2, 1)",A9B6C_aP64_2_18i_12i_2i:C-H-N,A9B6C_aP64_2_18i_12i_2i:C-H-N
4,ABOVIY03,N#CC1(C#N)C2C=CC=CC=C2C=C1c1ccccc1,"(2, 1)",A9B6C_aP64_2_18i_12i_2i:C-H-N,A9B6C_aP64_2_18i_12i_2i:C-H-N
5,ABOVOD,CC1(C)C2CC1C(CO)C(C2)P(=O)(c1ccccc1)c1ccccc1,"(4, 1)",A22B27C2D_mP104_4_22a_27a_2a_a:C-H-O-P,A22B27C2D_mP104_4_22a_27a_2a_a:C-H-O-P
6,ABOVOE,COC(=O)c1cc(Oc2ccccc2Br)ccc1NC(=O)c1ccccc1,"(15, 1)",AB21C16DE4_mC344_15_f_21f_16f_f_4f:Br-C-H-N-O,AB21C16DE4_mC344_15_f_21f_16f_f_4f:Br-C-H-N-O
7,ABOVUJ,CC(NC(=O)CP(=O)(c1ccccc1)C(C)(C)C)C(O)c1ccccc1,"(20, 1)",A21B28CD3E_oC432_20_21c_28c_c_3c_c:C-H-N-O-P,A21B28CD3E_oC432_20_21c_28c_c_3c_c:C-H-N-O-P
8,ABOVUM,COC(=O)C1=C(C)NC(=O)NC1c1ccc(cc1)N(=O)=O,"(2, 1)",A13B13C3D5_aP68_2_13i_13i_3i_5i:C-H-N-O,A13B13C3D5_aP68_2_13i_13i_3i_5i:C-H-N-O
9,ABOVUM01,COC(=O)C1=C(C)NC(=O)NC1c1ccc(cc1)N(=O)=O,"(2, 1)",A13B13C3D5_aP68_2_13i_13i_3i_5i:C-H-N-O,A13B13C3D5_aP68_2_13i_13i_3i_5i:C-H-N-O
10,ABOWAR,CC(N=Cc1cc(Br)ccc1O)c1ccccc1,"(5, 1)",AB15C14DE_mC128_5_c_15c_14c_c_c:Br-C-H-N-O,AB15C14DE_mC128_5_c_15c_14c_c_c:Br-C-H-N-O
11,ABOWET,CCCCCCCCOc1cc(C=Cc2ccc(cc2)C=Cc2ccccc2C#N)c(OCCCCCCCC)cc1C=Cc1ccc(cc1)C=Cc1ccccc1C#N,"(2, 1)",A28B30CD_aP120_2_28i_30i_i_i:C-H-N-O,A28B30CD_aP120_2_28i_30i_i_i:C-H-N-O
12,ABOWEX,CC1(C)C2(C)CCC1(OC2=O)C(=O)Oc1cc2CCc3ccc(CCc1cc2)c(Br)c3,"(4, 1)",AB26C27D4_mP116_4_a_26a_27a_4a:Br-C-H-O,AB26C27D4_mP116_4_a_26a_27a_4a:Br-C-H-O
13,ABOWIB,C1Cc2ccc(CCc3ccc1c1ccc4ccc5ccccc5c4c31)c1c2ccc2ccc3ccccc3c12,"(19, 1)",A10B7_oP272_19_40a_28a:C-H,A10B7_oP272_19_40a_28a:C-H
14,ABOWIX,CCCCCCCCOc1cc(C=Cc2ccc(cc2)C=C(C#N)c2ccc(OC)cc2)c(OCCCCCCCC)cc1C=Cc1ccc(cc1)C=C(C#N)c1ccc(OC)cc1,"(14, 1)",A29B32CD2_mP256_14_29e_32e_e_2e:C-H-N-O,A29B32CD2_mP256_14_29e_32e_e_2e:C-H-N-O
15,ABOWIZ,CC(N=Cc1c(O)ccc2ccccc12)c1ccccc1,"(4, 1)",A19B17CD_mP76_4_19a_17a_a_a:C-H-N-O,A19B17CD_mP76_4_19a_17a_a_a:C-H-N-O
16,ABOWOH,C1Cc2ccc(CCc3ccc1c1ccc4ccccc4c31)c1c2ccc2ccccc12,"(4, 1)",A4B3_mP112_4_32a_24a:C-H,A4B3_mP112_4_32a_24a:C-H
17,ABOWUJ,COC1(C)CCOOC2(CCCCC2)OOCCC(C)(CI)OO1,"(4, 1)",A16B29CD7_mP106_4_16a_29a_a_7a:C-H-I-O,A16B29CD7_mP106_4_16a_29a_a_7a:C-H-I-O
18,ABOWUK,Brc1cnc(Br)c([Se][Se]c2cc(Br)cnc2Br)c1,"(15, 1)",A2B5C2DE_mC88_15_2f_5f_2f_f_f:Br-C-H-N-Se,A2B5C2DE_mC88_15_2f_5f_2f_f_f:Br-C-H-N-Se
19,ABOWUN,Brc1ccc2C(=O)N(c3ccncc3)C(=O)c3cccc1c23,"(15, 1)",AB17C9D2E2_mC248_15_f_17f_9f_2f_2f:Br-C-H-N-O,AB17C9D2E2_mC248_15_f_17f_9f_2f_2f:Br-C-H-N-O
20,ABOXAS,[I-].Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12.CC(C)C(CO)[N+](C)(C)C,"(19, 1)",A28B34CDE3_oP268_19_28a_34a_a_a_3a:C-H-I-N-O,A28B34CDE3_oP268_19_28a_34a_a_a_3a:C-H-I-N-O
21,ABOXEU,CC1(CI)CCOOC2(CCCCCCCCCCC2)OOCCCCCCOO1,"(14, 1)",A23B43CD6_mP292_14_23e_43e_e_6e:C-H-I-O,A23B43CD6_mP292_14_23e_43e_e_6e:C-H-I-O
22,ABOXEY,C1Cc2ccc(CCc3ccc1cc3C=Cc1ccc3ccccc3c1)c(C=Cc1ccc3ccccc3c1)c2.C1Cc2ccc(CCc3ccc1cc3C=Cc1ccc3ccccc3c1)c(C=Cc1ccc3ccccc3c1)c2,"(19, 1)",A5B4_oP576_19_80a_64a:C-H,A5B4_oP576_19_80a_64a:C-H
23,ABOXIC,C1Cc2ccc(CCc3ccc1cc3C=Cc1ccccc1)c(C=Cc1ccccc1)c2.C1Cc2ccc(CCc3ccc1cc3C=Cc1ccccc1)c(C=Cc1ccccc1)c2,"(4, 1)",A8B7_mP240_4_64a_56a:C-H,A8B7_mP240_4_64a_56a:C-H
24,ABOYOI,COC(=O)C1(C)CCCC2(C)C(CC3OC(=O)C=C3C)C(=CC(=O)C12)C,"(19, 1)",A21B28C5_oP216_19_21a_28a_5a:C-H-O,A21B28C5_oP216_19_21a_28a_5a:C-H-O
25,ABOYUN,O1c2ccccc2C2=N(C3=C(S2)N2=C(S3)c3ccccc3OB2(c2ccccc2)c2ccccc2)B1(c1ccccc1)c1ccccc1,"(14, 1)",AB20C14DEF_mP152_14_e_20e_14e_e_e_e:B-C-H-N-O-S,AB20C14DEF_mP152_14_e_20e_14e_e_e_e:B-C-H-N-O-S
26,ABOZAU,Fc1ccc2OB(c3ccccc3)(c3ccccc3)N3=C(SC4=C3SC3=N4B(Oc4ccc(F)cc34)(c3ccccc3)c3ccccc3)c2c1,"(14, 1)",AB20CD13EFG_mP152_14_e_20e_e_13e_e_e_e:B-C-F-H-N-O-S,AB20CD13EFG_mP152_14_e_20e_e_13e_e_e_e:B-C-F-H-N-O-S
27,ABOZEY,COc1ccc2OB(c3ccccc3)(c3ccccc3)N3=C(SC4=C3SC3=N4B(Oc4ccc(OC)cc34)(c3ccccc3)c3ccccc3)c2c1,"(2, 1)",AB21C16DE2F_aP84_2_i_21i_16i_i_2i_i:B-C-H-N-O-S,AB21C16DE2F_aP84_2_i_21i_16i_i_2i_i:B-C-H-N-O-S
28,ABOZEZ,BrC1C(Br)C2(C(=O)Oc3ccc4ccc5ccc6ccccc6c5c4c23)c2c1ccc1ccc3ccccc3c21,"(2, 1)",AB18C10D_aP120_2_2i_36i_20i_2i:Br-C-H-O,AB18C10D_aP120_2_2i_36i_20i_2i:Br-C-H-O
29,ABPACH10,CC1C(CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C)CCC3(C)C(CC12C)OC(=O)c1ccc(Br)cc1)OC(C)=O,"(19, 1)",AB39C4_oP176_19_a_39a_4a:Br-C-O,AB39C4_oP176_19_a_39a_4a:Br-C-H-O
30,ABPHAK10,CC(=O)NC1=NC23CCCN2C(=O)C2=CC(=C(Br)N2C3N1)Br,"(19, 1)",A2B13C11D5E2_oP132_19_2a_13a_11a_5a_2a:Br-C-H-N-O,A2B13C11D5E2_oP132_19_2a_13a_11a_5a_2a:Br-C-H-N-O
31,ABPOXP,Brc1ccc(cc1)C(=NOc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)c1ccccc1,"(14, 1)",AB19C11D4E7_mP168_14_e_19e_11e_4e_7e:Br-C-H-N-O,AB19C11D4E7_mP168_14_e_19e_11e_4e_7e:Br-C-H-N-O
32,ABPZOL10,CC(=O)N1C=C(Br)C=N1,"(14, 1)",AB5C5D2E_mP56_14_e_5e_5e_2e_e:Br-C-H-N-O,AB5C5D2E_mP56_14_e_5e_5e_2e_e:Br-C-H-N-O
33,ABRAHE,CC1C2CCC3C45COC(OC(=O)CBr)C4C(C)(C)C(CC5OC(=O)C3(C2)C1=O)OC(C)=O,"(19, 1)",AB24C8_oP132_19_a_24a_8a:Br-C-O,AB24C8_oP132_19_a_24a_8a:Br-C-H-O
34,ABRBPH,CC(=O)c1ccc(cc1)c1cccc(Br)c1,"(14, 1)",AB14C11D_mP108_14_e_14e_11e_e:Br-C-H-O,AB14C11D_mP108_14_e_14e_11e_e:Br-C-H-O
35,ABRTOL,Cc1cc(Br)ccc1N,"(19, 1)",AB7C_oP36_19_a_7a_a:Br-C-N,AB7C_oP36_19_a_7a_a:Br-C-H-N
36,ABSBPP,CN(C)C1=C(C(=CN1C(C)(C)C)NS(=O)(=O)c1ccccc1)c1ccccc1,"(56, 1)",A22B3C2D_oP224_56_22e_3e_2e_e:C-N-O-S,A22B3C2D_oP224_56_22e_3e_2e_e:C-H-N-O-S
37,ABSCIC,CC(C=CC1(O)C(=CC(=O)CC1(C)C)C)=CC(O)=O,"(14, 1)",A15B4_mP76_14_15e_4e:C-O,A15B4_mP76_14_15e_4e:C-H-O
38,ABSELH10,CC(=O)OC12C(Cl)C(Cl)C1[Se]c1ccccc21,"(14, 1)",A12B2C9D2E_mP104_14_12e_2e_9e_2e_e:C-Cl-H-O-Se,A12B2C9D2E_mP104_14_12e_2e_9e_2e_e:C-Cl-H-O-Se
39,ABSFCN,N#CSc1ccccc1N=Nc1ccccc1,"(19, 1)",A13B9C3D_oP104_19_13a_9a_3a_a:C-H-N-S,A13B9C3D_oP104_19_13a_9a_3a_a:C-H-N-S
40,ABSFCN11,N#CSc1ccccc1N=Nc1ccccc1,"(19, 1)",A13B9C3D_oP104_19_13a_9a_3a_a:C-H-N-S,A13B9C3D_oP104_19_13a_9a_3a_a:C-H-N-S
41,ABSINT10,CC1C2CCC(C)(O)C3C4C5C=C(C)C6(C7OC(=O)C(C)C7CCC(C)(O)C56)C4C(=C3C2OC1=O)C.c1ccccc1.C1CCCC1,"(19, 1)",A41B6_oP188_19_41a_6a:C-O,A41B6_oP188_19_41a_6a:C-H-O
42,ABTBTR,CN(C)C(=C=C=S)C(C)(C)C.CN(C)C(=C=C=S)C(C)(C)C,"(4, 1)",A9BC_mP44_4_18a_2a_2a:C-N-S,A9BC_mP44_4_18a_2a_2a:C-H-N-S
43,ABTITZ,NC1=C(Sc2ccccc12)C1=NSc2ccccc12,"(19, 1)",A15B10C2D2_oP116_19_15a_10a_2a_2a:C-H-N-S,A15B10C2D2_oP116_19_15a_10a_2a_2a:C-H-N-S
44,ABTOET,CCOC(=O)C1(SCCS1)C1CC(O)C2OC(OCC2O1)c1ccccc1,"(19, 1)",A19B6C2_oP108_19_19a_6a_2a:C-O-S,A19B6C2_oP108_19_19a_6a_2a:C-H-O-S
45,ABUBAA,Oc1ccc(Br)cc1C=NCCN(CCN=Cc1cc(Br)ccc1O)CCN=Cc1cc(Br)ccc1O,"(2, 1)",A3B27C27D4E3_aP128_2_3i_27i_27i_4i_3i:Br-C-H-N-O,A3B27C27D4E3_aP128_2_3i_27i_27i_4i_3i:Br-C-H-N-O
46,ABUBAA01,Oc1ccc(Br)cc1C=NCCN(CCN=Cc1cc(Br)ccc1O)CCN=Cc1cc(Br)ccc1O,"(2, 1)",A3B27C4D3_aP74_2_3i_27i_4i_3i:Br-C-N-O,A3B27C4D3_aP74_2_3i_27i_4i_3i:Br-C-H-N-O
47,ABUBAA02,Oc1ccc(Br)cc1C=NCCN(CCN=Cc1cc(Br)ccc1O)CCN=Cc1cc(Br)ccc1O,"(2, 1)",A3B27C27D4E3_aP128_2_3i_27i_27i_4i_3i:Br-C-H-N-O,A3B27C27D4E3_aP128_2_3i_27i_27i_4i_3i:Br-C-H-N-O
48,ABUBEE,OC(=O)C(N1C=CC=N1)N1C=CC=N1,"(15, 1)",A4B4C2D_mC176_15_8f_8f_4f_2f:C-H-N-O,A4B4C2D_mC176_15_8f_8f_4f_2f:C-H-N-O
49,ABUBIJ,COc1ccc(cc1)C(=Cc1ccccc1c1ccccc1C=C(c1ccc(OC)cc1)c1ccc(OC)cc1)c1ccc(OC)cc1,"(61, 1)",A22B19C2_oP688_61_44c_38c_4c:C-H-O,A22B19C2_oP688_61_44c_38c_4c:C-H-O
50,ABUBTE,Br[Te-2](Br)(Br)(Br)(Br)Br.[NH3+]C(CC)C(O)=O,"(14, 1)",A6B8C20D2E4F_mP82_14_3e_4e_10e_e_2e_a:Br-C-H-N-O-Te,A6B8C20D2E4F_mP82_14_3e_4e_10e_e_2e_a:Br-C-H-N-O-Te
51,ABUBUV,Cc1cc(C)cc(c1)c1ccc2c(c3cccc4cccc(c34)c3c4ccccc4n([O])c4cc(ccc34)c3cc(C)cc(C)c3)c3ccccc3n([O])c2c1.O.CC#N,"(15, 1)",A56B52C4D3_mC460_15_2e27f_26f_2f_ef:C-H-N-O,A56B52C4D3_mC460_15_2e27f_26f_2f_ef:C-H.-N-O
52,ABUCAF,OC1c2ccccc2c2ccccc2C(=O)C1=Cc1cccc2ccccc12,"(14, 1)",A13B9C_mP184_14_26e_18e_2e:C-H-O,A13B9C_mP184_14_26e_18e_2e:C-H-O
53,ABUCEF,COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2O)C1NC(C)=O.COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2O)C1NC(C)=O.O.O.O.O.O.O.O.O.O,"(4, 1)",A42B92C2D39_mP350_4_42a_92a_2a_39a:C-H-N-O,A42B92C2D39_mP350_4_42a_92a_2a_39a:C-H-N-O
54,ABUCIM,CC(C)c1cccc(C(C)C)c1N1=Cc2ccccc2O2[Mg]1(O1c3ccccc3C=N(c3c(cccc3C(C)C)C(C)C)[Mg]21N([Si](C)(C)C)[Si](C)(C)C)N([Si](C)(C)C)[Si](C)(C)C,"(2, 1)",A25B40CD2EF2_aP142_2_25i_40i_i_2i_i_2i:C-H-Mg-N-O-Si,A25B40CD2EF2_aP142_2_25i_40i_i_2i_i_2i:C-H-Mg-N-O-Si
55,ABUCIN,[O-]c1ccc2ccccc2c1C=[NH+]c1ccccc1Oc1ccccc1Oc1ccccc1[NH+]=Cc1c([O-])ccc2ccccc12,"(15, 1)",A20B15CD2_mC304_15_20f_15f_f_2f:C-H-N-O,A20B15CD2_mC304_15_20f_15f_f_2f:C-H.-N-O
56,ABUDAD,O=C1NC2CCCCCCCCCCC12,"(14, 1)",A13B23CD_mP152_14_13e_23e_e_e:C-H-N-O,A13B23CD_mP152_14_13e_23e_e_e:C-H-N-O
57,ABUDAD01,O=C1NC2CCCCCCCCCCC12,"(14, 1)",A13B23CD_mP152_14_13e_23e_e_e:C-H-N-O,A13B23CD_mP152_14_13e_23e_e_e:C-H-N-O
58,ABUDAG,O[N+]1=Cc2ccccc2O[B-]1(F)F.C1COCCO1,"(14, 1)",AB9C2D10EF3_mP104_14_e_9e_2e_10e_e_3e:B-C-F-H-N-O,AB9C2D10EF3_mP104_14_e_9e_2e_10e_e_3e:B-C-F-H-N-O
59,ABUDEI,FC(F)(F)C1=CC(=C(N1)c1ccccn1)C(F)(F)F.FC(F)(F)C1=CC(=C(N1)c1ccccn1)C(F)(F)F,"(14, 1)",A11B6C6D2_mP200_14_22e_12e_12e_4e:C-F-H-N,A11B6C6D2_mP200_14_22e_12e_12e_4e:C-F-H-N
